88,C1,Relig. Bloqueado,Chuvoso com raios,TAUBATÉ,03/11/1980,dezembro,Tarde,Descarga
88,C1,Relig. Bloqueado,Chuvoso com raios,TAUBATÉ,03/11/1980,dezembro,Tarde,Descarga
88,C1,Relig. Bloqueado,Chuvoso com raios,TAUBATÉ,19/12/2016,dezembro,Tarde,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,19/12/2016,dezembro,Tarde,Descarga
88,C1,Relig. Sem sucesso,Chuvoso com raios,CABREÚVA,09/03/2011,dezembro,Noite,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,19/12/2016,dezembro,Noite,Descarga
230,C1,Relig. Sem sucesso,Não Informado,BAURU,09/03/2011,dezembro,Noite,Pássaro
138,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,09/03/2011,dezembro,Noite,Descarga
230,C1,Relig. Sem sucesso,Não Informado,BAURU,09/03/2011,dezembro,Noite,Pássaro
230,C1,Relig. Com sucesso,Não Informado,BAURU,09/03/2011,dezembro,Noite,Pássaro
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,09/03/2011,dezembro,Noite,Descarga
440,C1,Relig. Sem sucesso,Chuvoso sem raios,BAURU,22/06/2015,dezembro,Madrugada,Descarga
230,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,22/06/2015,dezembro,Noite,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,02/08/2000,dezembro,Noite,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,BAURU,02/08/2000,dezembro,Noite,Descarga
138,C1,Relig. Com sucesso,Bom sem raios,CABREÚVA,02/08/2000,dezembro,Noite,Pássaro
138,C2,Relig. Com sucesso,Chuvoso com raios,BAURU,19/12/2016,dezembro,Manhã,Descarga
88,C2,Relig. Com sucesso,Chuvoso com raios,TAUBATÉ,30/11/1993,dezembro,Tarde,Descarga
88,C1,Relig. Não informado,Chuvoso com raios,BAURU,22/06/2015,janeiro,Madrugada,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,CABREÚVA,12/09/1991,janeiro,Tarde,Descarga
88,C2,Relig. Sem sucesso,Chuvoso com raios,TAUBATÉ,29/08/2006,janeiro,Tarde,Descarga
440,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,22/06/2015,janeiro,Noite,Descarga
88,C1,Relig. Não tem,Chuvoso com raios,BAURU,09/03/2011,janeiro,Noite,Descarga
88,C2,Relig. Não tem,Chuvoso com raios,BAURU,09/03/2011,janeiro,Noite,Descarga
88,C1,Relig. Com sucesso,Chuvoso com raios,BAURU,02/08/2000,janeiro,Tarde,Descarga
